name,ric,currency,org_permid,isin
EARTH TECH ENVIRONMENT,ETC.BK,TB,5000063070.0,TH9868010009
EASON &,EASON.BK,TB,4295893393.0,TH0861010Z05
EAST COAST FURNITECH,ECFm.BK,TB,5037946495.0,TH4397010Z06
EASTERN COML.LEASING,EAST.BK,TB,4295893434.0,TH0767010Z04
EASTERN POLYMER GROUP,EPG.BK,TB,4296560132.0,TH6128010001
EASTERN STAR REAL ESTATE,ESTAR.BK,TB,4295893222.0,TH0381A10Z02
EASTERN WATER RESOURCES DEV.& MAN.,EASTW.BK,TB,4295893152.0,TH0616010Z03
EKARAT ENGINEERING,AKR.BK,TB,4295893340.0,TH0914010Z02
ENERGY ABSOLUTE,EA.BK,TB,4298077124.0,TH3545010003
ERAWAN GROUP,ERW.BK,TB,4295893179.0,TH0120010Y07
EURO CREATIONS,EUROm.BK,TB,5083282829.0,THB876010000
EUROASIA TOTAL LOGISTICS,ETL.BK,TB,5068304168.0,THB637010000
EVERLAND,EVER.BK,TB,4295892865.0,TH0391010004
EXOTIC FOODS,XOm.BK,TB,5040791494.0,TH5778010006
FANCY WOOD INDUSTRIES,FANCY.BK,TB,4295893200.0,TH0434A10Z09
FAR EAST FAME LINE DDB ORS,FE.BK,TB,4295892755.0,TH0087010Y08
FILTER VISION,FVCm.BK,TB,5039731972.0,TH4919010009
FINANSIA X,FSX.BK,TB,5085656832.0,THB498010008
FINE METAL TECHNOLOGIES,FMT.BK,TB,4295893233.0,TH0609010002
FLOYD,FLOYDm.BK,TB,5056392928.0,TH8264010001
FN FACTORY OUTLET,FN.BK,TB,5050920552.0,TH7578010004
FNS HOLDINGS,FNS.BK,TB,4295892836.0,TH0686010Z06
FOOD AND DRINKS,FND.BK,TB,4295892886.0,TH0410010001
FOOD MOMENTS,FM.BK,TB,5089090763.0,THC208010007
FORTH SMART SERVICE,FSMARTm.BK,TB,5035457749.0,TH5883010008
FORTUNE PARTS INDUSTRY,FPIm.BK,TB,5037590795.0,TH3786010Z01
FRASERS PROPERTY PUBLIC,FPT.BK,TB,4295893345.0,TH0675010Y00
FTE.CTY.LH.REIT.,FUTURERTu.BK,TB,5090637698.0,THC486010000
FUNCTION INTERNATIONAL,FTI.BK,TB,5062382367.0,THA804010009
G ABLE,GABLE.BK,TB,5000810265.0,THB318010006
G CAPITAL,GCAPm.BK,TB,5000864430.0,TH5035010005
G J STEEL,GJS.BK,TB,4295893209.0,TH0585D10Z03
G STEEL SUSP - SUSP.31/03/25,GSTEEL.BK,TB,4295893070.0,TH0891010Z02
GENERAL ENGINEERING,GEL.BK,TB,4295892970.0,TH0224E10Z09
GENERAL ENV.CVT.,GENCO.BK,TB,4295892947.0,TH0636010Z01
GENESIS FERTILITY CENTER,GFCm.BK,TB,5083769354.0,THB552010001
GFPT,GFPT.BK,TB,4295892927.0,TH0297010Z02
GLOBAL CONNECTIONS,GC.BK,TB,4295892688.0,TH0873010Z00
GLOBAL GREEN CHEMICALS,GGC.BK,TB,5000074085.0,TH7920010Z02
GLOBAL SERVICE CENTER,VSm.BK,TB,5035397329.0,TH8980010004
GLOBLEX HOLDING,GBX.BK,TB,4295893376.0,TH0798010003
GLORY FOREVER,GLORYm.BK,TB,5080199910.0,THA515010009
GMM GRAMMY,GRAMMY.BK,TB,4295892900.0,TH0473010Z09
GOLDEN LIME,SUTHA.BK,TB,5039630443.0,TH5047010001
GOLDEN VENTURES LEASEHOLD REIT,GVREITu.BK,TB,5046660809.0,TH7139010006
GOODYEAR (THAILAND),GYT.BK,TB,4295892762.0,TH0034010Z09
GRAND PRIX INTERNATIONAL,GPI.BK,TB,5050697411.0,TH8316010009
GRANDE ASST.HTLS.& PR.,GRAND.BK,TB,4295893352.0,TH0763010Z03
GRANDE HOSPITALITY REIT UNIT,GAHREITu.BK,TB,5056396128.0,TH8291010008
GRANDE ROYAL ORCHID HOSPITALITY REIT,GROREITu.BK,TB,5080151769.0,THA411010004
GUNKUL ENGINEERING,GUNKUL.BK,TB,5000089934.0,TH1041010Z03
HAAD THIP,HTC.BK,TB,4295892775.0,TH0140B10Z03
HALCYON TECHNOLOGY,HTECH.BK,TB,4298112695.0,TH1003010002
HANA MICROELECTRONICS,HANA.BK,TB,4295893177.0,TH0324B10Z01
HEALTHLEAD,HLm.BK,TB,5081079851.0,THA598010009
HEMARAJ INDUSTRIAL PROPERTY AND LEASEHOLD,HPFu.BK,TB,5040925597.0,TH5123010008
HENG LEASING AND CAPITAL,HENG.BK,TB,5074738782.0,THA490010008
HUMANICA,HUMAN.BK,TB,4298086875.0,TH8335010006
HWA FONG RUBBER (THAI.),HFT.BK,TB,4295892734.0,TH0755010Z09
HYDG.FHLH.REIT.,HYDROGENu.BK,TB,5083346642.0,THB035A10009
HYDROTEK,HYDROm.BK,TB,5001437442.0,TH1080B10Z03
I&I GROUP,IIGm.BK,TB,5073069503.0,TH9863010004
I2 ENTERPRISE,I2m.BK,TB,5062383538.0,THB453010001
ICC INTERNATIONAL,ICC.BK,TB,4295893049.0,TH0046010Z03
ICHITAN GROUP,ICHI.BK,TB,5038055721.0,TH5048010000
INDEX INTERNATIONAL GROUP,INDm.BK,TB,5076392623.0,THA051010009
INDEX LIVING M,ILM.BK,TB,5035310570.0,TH9249010009
INET FREEHOLD AND LEASEHOLD REIT,INETREITu.BK,TB,5079210481.0,THA430010001
INFORMATION AND COMMUNICATION NETWORKS,ICN.BK,TB,5056387782.0,TH8190010000
INFRASET,INSET.BK,TB,5068936191.0,TH9426010004
