name,ric,currency,org_permid,isin
TRVL.INV.& SFO. DECO.,DAT.HM,VD,5035172834.0,VN000000DAT8
TU LIEM URBAN DEV.,NTL.HM,VD,4296253110.0,VN000000NTL4
VAN DIEN FUSED MAGNESIUM PHOSPHATE FERTILIZER,VAF.HM,VD,5000462741.0,VN000000VAF9
VAN PHU REAL ESTATE DEVELOPMENT,VPI.HM,VD,5058982545.0,VN000000VPI1
VICEM HA TIEN CEMENT,HT1.HM,VD,4298422667.0,VN000000HT12
VICEM HAI VAN CEMENT,HVX.HM,VD,5000048274.0,VN000000HVX7
VICTORY GROUP JSC,PTL.HM,VD,5001169894.0,VN000000PTL9
VIDIPHA CENTRAL PHARMACEUTICAL,VDP.HM,VD,5001120534.0,VN000000VDP2
VIEN DONG INVDV.TRADING,VID.HM,VD,4297707632.0,VN000000VID7
VIET BRAND INVEST JSC,ABR.HM,VD,5064583782.0,VN000000ABR6
VIET DRAGON SECURITIES,VDS.HM,VD,4298076819.0,VN000000VDS6
VIET NAM FUMIGATION,VFG.HM,VD,5000608066.0,VN000000VFG6
VIET NAM PETROLEUM TRANSPORT,VIP.HM,VD,4298094399.0,VN000000VIP1
VIET NAM TANKER,VTO.HM,VD,4298093617.0,VN000000VTO1
VIET PHAT IMX.TRDG. INV.,VPG.HM,VD,5058985398.0,VN000000VPG5
VIET THANG,TVT.HM,VD,5000048357.0,VN000000TVT0
